epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,14995,0.79111,1.43618,1.25414,0.61534,0.47247,0.56436,0.479,0.77379,1.35343,1.24646,0.000322911,0.000322911,0.000322911
40,23432.5,0.8054,1.43326,1.27196,0.59421,0.49248,0.53807,0.45401,0.733,1.35243,1.221,0.000322911,0.000322911,0.000322911
41,15397.3,0.81152,1.43057,1.27391,0.4453,0.60034,0.5804,0.48031,0.78985,1.38254,1.27325,0.000317704,0.000317704,0.000317704
41,23834.5,0.77722,1.40421,1.23604,0.58299,0.47326,0.5428,0.45934,0.73777,1.33873,1.21607,0.000317704,0.000317704,0.000317704
42,15805,0.78427,1.39215,1.26007,0.38113,0.56077,0.56416,0.47599,0.74605,1.38344,1.21349,0.000312497,0.000312497,0.000312497
42,24241.5,0.78999,1.39799,1.25894,0.57675,0.50972,0.56242,0.47803,0.72088,1.32947,1.20825,0.000312497,0.000312497,0.000312497
43,16211.6,0.76482,1.3446,1.24867,0.63174,0.52199,0.5763,0.48872,0.74548,1.31605,1.22121,0.000307289,0.000307289,0.000307289
43,24649.3,0.78815,1.3728,1.25408,0.68017,0.47549,0.58995,0.49727,0.74332,1.29501,1.23333,0.000307289,0.000307289,0.000307289
44,16613.9,0.77027,1.37032,1.25039,0.55482,0.54101,0.60008,0.51047,0.72039,1.27494,1.1963,0.000302082,0.000302082,0.000302082
44,25051.1,0.77504,1.35558,1.2547,0.35879,0.54227,0.55615,0.4735,0.73377,1.35154,1.21048,0.000302082,0.000302082,0.000302082
45,17022,0.77804,1.32924,1.24558,0.4688,0.62942,0.62345,0.53257,0.74431,1.20902,1.21132,0.000296874,0.000296874,0.000296874
45,25456.6,0.75545,1.33424,1.23699,0.75053,0.49373,0.58423,0.48895,0.76946,1.32793,1.25214,0.000296874,0.000296874,0.000296874
46,17420.4,0.77708,1.37483,1.25035,0.63824,0.56337,0.59014,0.49527,0.73416,1.26255,1.21124,0.000291667,0.000291667,0.000291667
46,25854.3,0.77748,1.37061,1.24125,0.70328,0.49977,0.59673,0.50343,0.71369,1.2092,1.19369,0.000291667,0.000291667,0.000291667
47,17771.3,0.75757,1.30907,1.22449,0.51947,0.57506,0.60382,0.51255,0.72938,1.29584,1.20923,0.00028646,0.00028646,0.00028646
47,26203.1,0.75382,1.32922,1.22899,0.51174,0.53602,0.56718,0.48045,0.73742,1.28644,1.22008,0.00028646,0.00028646,0.00028646
